alias_name,canonical_name,record_type,conferences,raw_names,source_files,notes
aaron engelhart,,output,2021SLU,Aaron Engelhart,outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p1_Zoom_Meeting_Room_2_2021_06_10_12_35_37.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_10_12_37_25_chunk8.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S5/botB2_2021_06_10_12_35_06_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p1_Room_3_Zoom_Meeting_2021_06_11_10_58_57.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk8.json,
andro c rios,,truth,2021SLU,Andro C. Rios,analysis_v1/data/2021SLU/2021SLU_outcome.json,
andro rios,,output,2021SLU,Andro Rios,outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p1_Zoom_Meeting_Room_2_2021_06_11_10_58_33.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S2/bot2p2_Zoom_Meeting_Room_2_2021_06_11_10_59_37_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S5/botB2_2021_06_11_10_58_55_chunk8.json,
bradford james foley,,output,2021SLU,Bradford James Foley,outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S12/botB2_2021_06_11_13_01_54_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S4/bot4_2021_06_11_10_58_21_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S9/bot2p2_Zoom_Meeting_Room_2_2021_06_11_13_02_58_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S9/bot2p2_Zoom_Meeting_Room_2_2021_06_11_13_02_58_chunk2.json,
gregory fournier,,output,2021SLU,Gregory Fournier,outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S11/bot4_2021_06_11_13_02_17_chunk8.json,
gregory p fournier,,output,2021SLU,Gregory P. Fournier,outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk8.json,
jen glass,,output,2021SLU,Jen Glass,outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk8.json,
jennifer b glass,,truth,2021SLU,Jennifer B. Glass,analysis_v1/data/2021SLU/2021SLU_outcome.json,
jennifer glass,,output,2021SLU,Jennifer Glass,outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p1_Room_3_Zoom_Meeting_2021_06_11_13_02_46.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p1_Room_3_Zoom_Meeting_2021_06_11_10_58_57.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk8.json,
leslie anne rogers,,truth,2021SLU,Leslie Anne Rogers,analysis_v1/data/2021SLU/2021SLU_outcome.json,
leslie rogers,,output,2021SLU,Leslie Rogers,outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p1_Room_3_Zoom_Meeting_2021_06_10_12_36_05.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S3/bot3p2_Room_3_Zoom_Meeting_2021_06_10_12_36_45_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S13/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk8.json,
mathieu g a lapotre,,truth,2021SLU,Mathieu G. A. Lapotre,analysis_v1/data/2021SLU/2021SLU_outcome.json,
mathieu lapotre,,output,2021SLU,Mathieu Lapotre,outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_2021_06_10_12_06_54.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S6/Zoom_Meeting_Room_6_2021_06_10_12_35_01_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S7/Zoom_Meeting_6_11_2021_10_58_14_AM_chunk8.json,
nathaniel gabor,,output,2021SLU,Nathaniel Gabor,outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S7/Zoom_Meeting_6_10_2021_12_35_12_PM_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S1/bot1_2021_06_11_10_57_56_chunk8.json,
nathaniel m gabor,,truth,2021SLU,Nathaniel M. Gabor,analysis_v1/data/2021SLU/2021SLU_outcome.json,
nicolas cowan,,output,2021SLU,Nicolas Cowan,outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S4/bot4_2021_06_10_12_35_05_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p1_Room_3_Zoom_Meeting_2021_06_11_13_02_46.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk1.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk2.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk3.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk4.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk5.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk6.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk7.json | outputs/2021SLU/output_2021_06_11_SLU_S10/bot3p2_Room_3_Zoom_Meeting_2021_06_11_13_03_36_chunk8.json | outputs/2021SLU/output_2021_06_11_SLU_S6/Zoom_Meeting_Room_6_2021_06_11_10_58_05_chunk3.json,
stylianos louca,,output,2021SLU,Stylianos Louca,outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk1.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk2.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk3.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk4.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk5.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk6.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk7.json | outputs/2021SLU/output_2021_06_10_SLU_S1/bot1_2021_06_10_12_34_46_chunk8.json,
